date  Agric  Mines  Oil    Stone  Cnstr  Food   Smoke  Txtls  Apprl  Wood   Chair  Paper  Print  Chems  Ptrlm  Rubbr  Lethr  Glass  Metal  MtlPr  Machn  Elctr  Cars   Instr  Manuf  Trans  Phone  TV     Utils  Garbg  Steam  Water  Whlsl  Rtail  Money  Srvc   Govt   Other
197106  -1.49  -0.43   0.81  -0.36  -2.88   1.12   0.06  -6.46  -3.18  -7.17  -1.81  -0.03  -0.63   1.79   1.01   2.25   1.71  -3.28  -4.75  -1.00  -2.10   0.96  -1.94   2.93   0.07  -3.32   1.33  -1.52   4.29 -99.99 -99.99 -99.99   2.08   0.28  -0.03   0.21 -99.99 -99.99
197107  -9.80  -4.28  -1.56 -12.08  -9.71  -1.04   0.53  -4.43  -8.04  -2.36  -3.75  -3.98  -2.46  -3.20  -2.11  -4.64  -3.55  -0.07  -7.54  -7.05  -8.26  -8.37  -3.62  -4.26  -5.65  -5.94  -3.48  -5.46  -2.15 -99.99 -99.99 -99.99  -6.05  -3.17  -1.88  -8.81 -99.99 -99.99
197108  -4.90  -2.63   1.73  -1.27  11.46   2.04   2.53   7.65   7.28   5.45   5.97   2.24   3.63   5.21  -1.81   8.51   4.69   3.60   8.63   7.00   7.42   8.32   9.11   4.65   3.46  16.12  -0.60   2.95  -2.33 -99.99 -99.99 -99.99   4.34   6.37   6.72   3.78 -99.99 -99.99
197109   0.08  -2.97  -3.57  -6.82  -0.91   0.36  -2.87  -0.52  -0.01   4.86   9.38  -0.87   1.83   0.59  -1.18  -0.39  -0.83  -0.31  -7.37  -1.31  -1.48  -1.27   0.31   2.30  -0.34  -0.44   0.11   1.70  -1.49 -99.99 -99.99 -99.99  -0.30   0.74  -0.27  -1.54 -99.99 -99.99
197110 -12.13 -13.11  -7.83 -11.70  -7.75  -2.83  -8.78  -8.37  -4.15 -10.91  -3.75  -3.97  -3.24  -3.71  -3.51  -8.87  -4.77  -7.37 -10.21  -6.65  -4.12  -6.70  -5.20  -4.20  -5.87  -1.93  -1.32  -6.13   2.04 -99.99 -99.99 -99.99  -3.68  -3.40  -2.29  -5.33 -99.99 -99.99
197111  -4.74  -3.41  -1.39  -7.07  -5.85   0.60   1.69  -5.31  -2.86  -5.24   2.41  -1.30  -4.58  -0.18   0.34  -3.20  -0.68  -4.72  -2.53  -2.03   1.05   1.33  -0.52   1.66   0.83  -0.51   0.16   2.80  -1.22 -99.99 -99.99 -99.99  -2.79   0.48   1.14  -0.45 -99.99 -99.99
197112   8.46  11.41  12.75  20.87   9.65   9.52   8.67  14.87   9.97   5.52   7.30   9.62  12.31   7.50   7.98  10.39  12.39   9.44  13.94  10.04  11.25   9.74   6.52   9.43  16.24   9.80   6.82  13.79   8.12 -99.99 -99.99 -99.99  14.15   9.94   5.88  14.80 -99.99 -99.99
197201  38.52   7.06   2.76  14.39   6.71   0.54   5.80   6.97   5.14  -1.98  -0.76  -1.65   1.37   3.17  -0.49  -1.55   5.54   1.88   4.35   4.10   7.71   3.75   5.37   4.04   9.44   6.38   0.17   7.72  -0.32 -99.99 -99.99 -99.99   7.01   0.03   0.79   8.07 -99.99 -99.99
197202   0.78   4.10   4.25   9.31   3.32   4.11   8.32   1.74   0.84   6.55   3.17   4.13   6.15   5.91   2.37   3.15   5.81   2.04   6.83   4.34   1.92   2.69  -0.28   7.89   6.60   3.20  -0.95   9.11  -2.50 -99.99 -99.99 -99.99   4.88   5.84   0.03   4.52 -99.99 -99.99
197203   2.28  -1.21  -1.09  -4.25   0.17  -0.16   3.03  -0.30  -3.64  -0.08  -0.23   3.48  -1.71   0.90  -6.25   0.92   0.60   2.27   0.28  -0.31   2.03   0.74   4.28   5.38   4.55  -0.21  -0.47   0.58  -0.14 -99.99 -99.99 -99.99   1.02   2.25   5.15  -2.43 -99.99 -99.99
197204  -4.39   0.79   0.08  -1.77   1.20   2.10   6.41  -1.70  -0.37   2.07   1.78   1.76   2.80   1.43  -0.89   0.06  -3.31   2.39   0.21   2.44   1.78   2.51  -2.45   1.74  -0.57   2.05  -0.65  -3.79  -2.80 -99.99 -99.99 -99.99   3.07  -0.77   2.57  -0.78 -99.99 -99.99
197205   2.32   1.72  -1.38   0.45  -4.94   0.78   2.91  -2.83  -6.14  -6.02  -6.15   1.88   1.66   3.29   4.91  -3.09  -5.08  -2.65  -1.45  -1.36   3.73   1.91  -2.47   5.16   3.58   1.59   0.37   7.17  -0.17 -99.99 -99.99 -99.99   1.04   1.75  -1.89   1.46 -99.99 -99.99
197206  12.66  -2.01  -1.19  -4.47  -4.66  -0.57  -0.67   0.91  -1.60  -3.00  -5.18  -2.86  -3.17  -0.55  -0.76  -5.82  -8.15  -5.00  -5.42  -0.68  -1.60  -4.19  -2.80   1.74  -3.58  -9.60  -2.33  -4.59  -1.56 -99.99 -99.99 -99.99  -5.34  -3.95  -3.82  -3.22 -99.99 -99.99
197207 -10.02  -5.14   1.88  -1.69  -6.17   0.86  -5.18  -2.68  -6.14  -7.00  -0.83   2.81  -5.74   2.54  -1.59   0.85   1.10  -0.97  -3.89   1.15   1.38  -3.22  -1.01   1.50  -6.71  -4.33   0.05   5.17   0.05 -12.88 -99.99 -99.99  -5.08  -2.30  -1.01  -4.64 -99.99 -99.99
197208  -3.25   3.31   9.26   9.25   1.36   1.51  -2.74  -2.58  -2.11  -0.51  -7.70   1.44   0.02   3.05  13.11   2.58   3.89   2.58   8.40   2.08   3.25   3.38   4.19  -2.49  -5.85   0.77   5.82   1.20   5.95   8.26 -99.99 -99.99   2.15  -0.64   6.03  -0.34 -99.99 -99.99
197209  -0.07  -4.03  -2.61  -6.33   2.24  -1.19  -7.51  -3.77  -2.16  -2.77   1.79  -2.22  -1.61  -1.29   0.46  -0.80  -5.27  -5.12  -3.93  -3.17  -0.97  -1.11  -1.41   1.98  -5.10  -6.42   5.53  -3.78   0.18  -7.57 -99.99 -99.99  -3.59  -0.23  -0.19  -2.65 -99.99 -99.99
197210   5.32  -1.79   3.88   4.87  -1.64   1.23  -1.07   1.12  -2.62  -2.81  -3.88   3.86  -3.49   2.05   3.03  -3.88   1.49  -0.23  -1.90   1.17  -3.73   0.02  -3.02   1.36  -3.66   2.93   3.15  -3.83   6.77  -0.43 -99.99 -99.99  -0.79   1.10   1.65  -0.57 -99.99 -99.99
197211  -1.54   4.15   0.99  12.35   4.74   5.78  10.14   8.85  11.64  11.86   5.33   5.75   4.81   2.23   7.18  11.87   6.66   7.76  13.28   3.38   2.52   4.81  10.01  -1.85   8.03   5.59   7.69   2.17   6.39   9.17 -99.99 -99.99   3.90   6.14   4.72   2.84 -99.99 -99.99
197212  -9.02   2.99   2.68  -0.74   2.19   1.82  -3.29  -0.93  -4.01  -5.18  -2.40   1.31   1.95   3.13   0.77  -2.25  -1.05  -0.51  -5.64   0.04   1.74   1.69  -0.58   4.43   0.09  -3.92   1.92  -2.29  -1.54   0.06 -99.99 -99.99  -0.32   1.98  -0.82   1.52 -99.99 -99.99
197301  -2.60   3.46  -1.63   9.33  -7.45  -3.14   0.16  -7.80  -7.79 -10.61 -16.74  -4.25  -7.34  -1.43   6.28  -4.15  -4.61  -5.76  -1.17  -4.64   3.06  -6.86  -6.29  -3.69 -20.30 -10.35  -1.25  -9.20  -4.28  -6.00 -99.99 -99.99  -7.10  -3.86  -7.52  -9.09 -99.99 -99.99
197302  -9.54   3.93  -7.44   6.80 -12.08  -3.14  -1.13  -8.28 -10.03  -6.94  -3.51  -4.36  -4.58  -0.32  -7.41  -7.62  -8.96  -6.02  -1.60  -6.32  -2.22  -5.74  -6.34  -0.60 -13.43  -6.15  -3.90 -11.20  -1.98  -8.51 -99.99 -99.99  -6.36  -6.51  -6.13  -9.70 -99.99 -99.99
197303 -14.92   0.04  -1.64  -7.23   1.00  -0.91   0.59   0.87  -6.62  -0.58  -2.20   2.82  -1.69   0.53   4.03  -1.38  -0.76  -3.29   3.68  -0.14  -0.80  -3.83  -2.31  -0.59  -2.04   3.32   1.36  -7.41  -2.16  -5.97 -99.99 -99.99  -6.07  -5.56  -0.43  -3.70 -99.99 -99.99
197304  -4.55  -1.66  -5.98  -3.81  -9.96  -4.16  -8.64  -6.74  -7.64  -4.50  -8.31  -3.83 -12.19  -4.30  -0.08  -4.54  -8.97  -3.16  -1.17  -2.45  -5.90  -9.48  -3.57  -5.60 -11.76  -8.56   1.55  -6.28  -0.58 -17.82 -99.99 -99.99  -7.78  -8.58  -8.05 -10.84 -99.99 -99.99
197305 -10.53  -1.81  -6.95  -3.42  -7.65  -0.81  -1.93  -5.52  -8.04  -4.38   1.89   2.93  -2.85   0.06  -2.88  -4.81  -5.76  -5.12  -5.16  -2.39  -2.84  -0.45  -5.93   0.16 -10.39 -10.48  -0.44  -5.37   0.36 -28.31 -99.99 -99.99  -7.33  -1.66  -3.22  -8.93 -99.99 -99.99
197306  -7.05   1.65   1.68   1.10  -0.81  -3.06   3.58  -5.26 -14.56  -2.19  -4.67   0.38  -4.61   0.05   1.70  -7.01  -9.14  -4.20  -2.68  -2.31   0.35  -1.97  -3.45   2.09  -8.47  -5.38   0.11  -5.34  -2.47   6.92 -99.99 -99.99  -5.38  -5.84   2.53  -9.58 -99.99 -99.99
197307  18.46   5.17   7.35  15.14  16.54   5.88   5.35   9.23  13.15  20.98  12.99   6.36  10.49   6.44  -0.87  10.18  12.29   8.24   7.10  10.53   3.93  11.74   6.09   3.72  21.40   8.02  -1.08   9.08  -2.39  18.62  -8.00 -99.99  16.20  10.63   9.11  17.19 -99.99   7.48
197308   1.30  -0.52  -2.84  -0.62  -1.40  -2.06  -7.32  -4.58  -8.54   1.94  -9.53   5.05  -3.97  -6.07  -3.85  -4.39  -6.87  -2.28   1.09  -1.90  -2.15  -4.13  -3.26  -2.57  -0.87  -3.95  -3.73  -6.04  -2.09 -22.76   4.35 -99.99  -1.74  -4.37  -2.30  -2.96 -99.99  -2.52
197309   5.06  11.77  11.83  11.65  13.76   5.79   1.40   6.29  11.15   6.92  10.33   5.11   8.19   2.88   8.63   8.08   7.86  10.70   9.85   6.70  -4.05  10.61   7.01  -1.98   8.77  12.18   7.84   5.69   7.90  -0.94   0.00 -99.99   9.82   6.95   7.37   5.98 -99.99   5.25
197310  -8.31   6.95  11.09   9.40   2.09  -1.84  -0.45   1.68  -4.40   3.85  -2.94   0.28  -3.96   1.16   3.99  -6.71 -11.42   1.28   7.40  -2.31   5.07  -1.83  -6.41   0.66  -6.52   0.15  -5.39  -7.29  -3.38  -9.41  20.83 -99.99  -0.15  -3.89  -1.81  -6.84 -99.99  -0.69
197311 -16.13  -4.01  -3.85 -12.40 -15.59 -12.56  -7.94 -20.74 -24.91 -21.54 -21.13 -11.21 -16.59 -11.64  -6.61 -25.64 -25.31 -19.52 -14.15 -13.12  -9.83 -12.71 -19.88 -13.17 -28.18 -14.65  -0.23 -21.79 -11.61   0.84  24.14 -99.99 -18.49 -19.00 -12.33 -22.54 -99.99 -13.30
197312  -5.38   8.02   3.54  10.92   4.28  -0.87   2.32  -7.08  -7.94   6.43  -6.95   5.27  -4.46  -2.27   9.69  -3.54  -9.65  -4.88  10.51  -0.08  -3.26  -3.08  -3.53  -0.76  -3.29   6.93   5.31  -5.98   3.41 -10.48 -15.28 -99.99  -2.97   0.04   2.18   0.35 -99.99   0.41
197401   9.87   4.26  -4.43   8.36   0.45   1.30   3.02  10.90  11.19   4.85  14.97  -0.06  -0.21  -0.77  -8.28  13.88   6.60   6.05   4.91   1.86  -1.24   0.76  11.57  -2.58   7.39   0.51   1.65   7.41   4.55 -10.96   4.92 -99.99   5.52   6.79   0.29   3.69 -99.99   1.04
197402   8.47   1.69  -0.97   3.66   2.07  -0.04   1.84   0.37   0.33   9.78   7.14   1.32  -3.45  -0.45  -1.67  -1.36   6.84   4.63   3.44  -0.07  -0.73  -1.23   0.98  -3.86   5.28   7.86   4.72   5.23   0.27   7.73 -12.50 -99.99   2.39   0.64   0.58  -1.57 -99.99  -1.13
197403  -2.10  -4.50  -6.25  -7.82  -5.24  -2.39  -5.99   3.03   0.50   1.21  -2.14   0.13   4.13   1.11  -2.79   1.25  -5.53   0.50  -2.66  -2.42  -2.25  -4.12  -0.82   1.21  -1.59  -4.80  -4.96   0.77  -3.63  -5.87 -14.29 -99.99   1.59  -3.61  -4.13   0.33 -99.99  -3.05
197404  -4.80  -6.18  -8.23 -10.23  -6.66  -3.46  -2.77  -0.30  -4.21  -3.91  -5.78  -1.15  -5.47  -0.51  -6.01   1.22  -6.54   0.06   0.19  -5.78  -3.51  -5.09  -2.62  -4.39  -9.41  -3.93  -5.56  -1.96 -12.19   6.69 -14.58 -99.99  -1.94  -1.94  -6.83  -9.74 -99.99  -5.51
197405  -8.45  -8.24 -13.73  -6.50  -9.11  -3.79   5.57  -6.91  -7.17  -9.61  -4.32  -6.31  -1.67   0.34  -6.20   1.66  -6.27  -4.45  -8.88  -7.81  -4.96  -3.19   1.46   2.22  -5.46  -4.71  -1.76   1.54  -4.89 -20.66 -12.20 -99.99  -3.90   1.83 -10.07  -6.75 -99.99  -6.58
197406  -8.45   2.63   1.20  -5.27  -2.22  -0.35  -0.50  -1.68  -3.33  -7.44  -4.23   1.01   1.30  -0.19  -0.47  -2.69  -3.68  -2.82   2.99  -2.84  -1.19  -4.58  -3.01  -2.23  -4.60  -1.39   0.58  -3.17  -6.17  -7.06 -16.67 -99.99  -4.16  -2.57  -6.77  -4.24 -99.99  -6.92
197407   0.76   4.66  -5.33   3.57 -11.99 -12.73  -6.75  -2.65  -5.60  -5.68  -7.77  -5.39  -6.45 -10.15   0.40  -7.24  -0.41  -8.35   4.00  -5.73  -7.17 -10.98 -10.75 -14.72 -10.95  -6.97  -7.73  -6.23   0.79  -2.06   6.67 -99.99  -4.23 -13.76  -7.18  -8.73 -99.99  -8.06
197408   2.72 -10.78 -10.16  -2.63  -2.30 -12.45  -2.89  -7.29  -4.64 -12.42 -12.12  -9.12 -11.40  -9.68  -8.31  -5.93  -6.10  -9.41  -7.99 -10.47  -6.71  -7.73  -5.09 -10.27  -7.04  -9.62   0.74  -9.91  -8.62 -13.41  -9.37 -99.99  -9.96 -13.54 -11.78  -9.84 -99.99  -9.22
197409  -7.28 -12.46  -7.69 -11.33 -12.07 -13.51 -12.15  -9.71 -10.47 -17.30 -12.39 -16.61  -6.84 -13.43  -7.93  -6.49  -8.31 -12.61  -8.14  -8.23 -15.91 -15.57  -9.50 -18.28 -10.82  -9.09  -3.20 -12.58  -1.34 -11.18  84.48 -99.99 -10.62 -12.53  -7.10 -12.13 -99.99 -11.57
197410  21.27  21.91  26.62  25.91  21.71  18.80  22.54   5.67   3.16  19.40   8.91  17.95   2.44  25.13  19.58   7.03   5.37   8.29   9.77  14.97  18.78  14.17  -2.17  13.92   4.93  19.01  11.07   7.37  13.00   3.17  55.14 -99.99  17.16   9.13  21.09  13.00 -99.99  21.51
197411  -1.43  -2.54  -1.99   1.17  -5.88  -3.52   0.87 -13.80 -12.65  -3.59  -0.69  -7.22  -2.47  -3.92  -4.74  -2.41 -10.06  -4.43  -1.40  -3.51  -4.58  -3.92  -5.13  -8.92  -3.43  -7.01  -3.44   2.68  -0.15  -7.51 -13.25 -99.99  -4.66  -6.00  -2.08  -5.22 -99.99  -1.24
197412  -8.49  -7.08  -2.40  -4.41  -9.72  -0.08   2.01  -2.16  -4.26  -9.96   4.76  -7.22  -4.43  -3.18   1.46  -5.07  -1.21  -4.16  -3.85  -1.35  -5.09  -6.69  -1.10  -5.76  -6.71  -5.73   1.91  -3.64  -0.83 -17.14  11.81 -99.99  -2.38  -3.51  -2.71  -2.00 -99.99  -6.00
197501   2.83  15.91   5.45   1.76  11.47  20.68   5.21  20.20  30.62  43.31  22.52  10.20  23.16   4.85   6.52  19.16  35.82  23.51  17.75  16.92  12.39  20.41  22.02  16.05  27.07  17.54  10.04  28.34  18.84  26.03   0.62 -99.99  17.71  26.99  17.22  28.59 -99.99  15.38
197502   2.71   6.36   3.41  -0.51   8.75   5.43  -3.40   3.53  -1.16   1.70   1.75   8.56   9.58  11.71   2.15   2.05   2.16   3.78   1.64   6.02  12.38   9.95   1.14  15.78   2.95   5.56   5.00   7.35   0.92  13.03  -7.41 -99.99   6.35   5.03   0.23  11.50 -99.99   3.99
197503  -0.70  10.18  -0.23   7.63  13.14   5.55   5.87   8.61  22.21  10.55   3.63   2.22   8.54   3.23  -2.94   9.06  22.54   3.77  11.62   4.62   0.50   6.42   7.12   3.19  12.10   4.08  -1.73  10.90  -1.34   0.75   4.00 -99.99   7.68  11.22   2.49   9.17 -99.99   2.64
197504   9.92  10.12   5.68  12.72   7.31   0.90   5.13   9.22   5.14   4.99   1.74  13.27   7.47   6.53   7.26   5.38   6.01   1.92   9.51   1.79   4.75   6.62   4.15   9.18  10.99   4.42  -1.47   5.25  -1.58 -14.39   2.56 -99.99   4.71   2.43   1.37   3.97 -99.99   4.67
197505   4.29  10.15  10.54   3.92   4.97   6.65   1.84   4.12   3.30   7.20   1.72   5.78   3.67   4.17  12.45  -0.22  -0.10   2.67  -5.08   4.84   4.29   6.30   5.95   2.63   4.34  -0.47   2.91  10.26   8.45  20.85 -99.99 -99.99   3.47   4.05   6.38   7.72 -99.99   5.54
197506   1.57   3.76   9.11   1.77  13.28   5.10   4.76   6.65  11.92   2.10  11.15   2.22   3.86   2.20   5.92   7.66   7.16   6.60   6.37   6.04   1.44   9.21   9.44  -0.08   7.50   3.99   3.67   8.16  10.77  13.22 -99.99 -99.99   6.44   7.48   6.34   6.91 -99.99   5.70
197507  -2.02  -4.32  -5.42  -2.49 -10.07  -5.55  -6.65  -3.53  -2.95  -5.22  -3.63  -7.04  -5.82  -8.62  -3.94  -3.11  -4.34  -2.54  -6.59  -5.04  -7.95  -8.26   0.58  -8.39  -4.02  -2.61  -3.52 -11.00  -4.78  -8.43 -99.99 -99.99  -1.31  -8.14  -7.33  -6.92 -99.99  -4.70
197508 -12.80  -8.40  -2.54  -4.56  -2.74  -2.20  -4.57  -2.57  -6.51   2.96  -9.57   1.71  -3.07  -1.72  -0.53  -0.36  -4.35  -2.61   3.74  -2.92  -1.73  -3.82  -2.71  -4.29  -6.91  -3.21  -3.53  -4.20  -1.30  -9.92 -99.99 -99.99  -3.19   0.00  -6.14  -4.12 -99.99  -4.58
197509  -1.49  -2.35  -4.33  -4.49  -4.92  -3.30   1.50  -0.38  -0.92  -9.73  -8.11  -7.96  -5.85  -6.86  -0.59  -1.51   6.28  -5.89  -5.25  -3.98  -1.64  -3.88  -1.81  -3.93  -6.46  -3.75  -1.14  -2.42  -0.97 -11.12 -99.99 -99.99  -3.57  -3.48  -7.51  -4.12 -99.99  -6.06
197510   7.79  -6.03  -3.23  -1.73  -2.44  12.00   6.25   8.61  11.13   5.37  13.31   9.17   7.01   8.75  -0.64   8.54  14.55   7.21  -2.82   3.52   7.89   4.80   8.20   8.91   7.73   4.79   6.91   5.76   6.51  -2.11 -99.99 -99.99   3.10  10.69   5.03   4.03 -99.99   4.12
197511  -3.80  -2.53   0.11   5.89  -5.14   3.42   5.90   4.14   9.22   4.41   5.30   3.53   3.62   3.82  -2.07   5.17   7.67   7.16   1.62   2.68   4.19   3.86   3.37   3.44   7.12   4.78   4.76  -1.24   3.12  -0.16 -99.99 -99.99   1.42   5.00   4.84   4.00 -99.99   2.68
197512  -5.64   2.84  -1.77  -3.51   3.76  -1.90  -0.32  -0.99   0.43   0.84  -1.46  -2.21  -0.41  -3.89   0.35  -1.69  -2.87  -0.12   2.13  -2.23  -0.71  -2.49   0.83  -2.52  -5.36   2.12  -0.09  -0.10   1.33   2.36 -99.99 -99.99   0.73  -3.42  -0.42  -2.70 -99.99  -1.37
197601  13.65  14.99  11.19  12.76  10.67   8.80   7.50  20.43  22.30  22.40  13.38  17.86  15.77  12.49   7.50  17.95  23.67  18.51  21.23  18.12  17.86  20.04  13.91  11.89  18.02  14.09   8.53  20.42   8.37  24.02 -99.99 -99.99  16.24   8.07  12.22  16.58 -99.99  11.09
197602   3.72   1.47   1.28   4.71   5.26  -3.31  -1.10   4.17   6.66   4.16  14.21   1.10   2.06  -2.54  -4.13  -2.30   3.24   8.03   5.22   3.25   1.66   2.33   5.57  -2.88   7.82   6.66   3.63   2.92  -3.53   6.19 -99.99 -99.99   7.48   4.26   1.92   4.86 -99.99   3.66
197603  -1.00   3.14   3.09   4.46   1.58   0.70   0.75   0.67   4.03   3.72   2.49   4.76  -1.65   1.89   8.47  -2.30   6.62   4.53  -0.04   0.82   2.05   0.92   5.93   3.90   2.27  -2.27   0.87  -2.26   1.42  -3.24 -99.99 -99.99   0.55   3.89   3.25  -1.74 -99.99   0.92
197604  -0.24   4.15   0.44   1.75  -3.79  -1.41  -1.39  -4.40  -2.36   0.03  -4.42  -1.95  -2.49  -2.20   2.20  -1.77  -1.41   3.01   1.36  -0.40  -1.97  -0.81   2.15  -7.55  -1.72   0.50   1.82   0.69   0.65 -10.71 -99.99 -99.99  -1.34  -5.08  -2.61  -5.00 -99.99   0.07
197605  -7.90   2.26   7.70  -0.35  -4.62  -0.83  -2.34  -5.14  -8.75  -5.31  -6.17  -2.35  -3.18  -2.47   4.94  -4.33  -8.38  -3.52   0.41  -0.57   1.28  -1.59  -1.95  -2.01  -2.90   1.67  -3.40   1.86  -1.38  -2.24 -99.99 -99.99   1.00  -6.64  -2.16  -1.99 -99.99  -1.35
197606   2.65   5.60   7.22   3.66   9.58   5.58  -2.70   0.52   1.41   1.01  -2.76  -0.40   3.84   3.04   4.64   8.39   1.08   4.35   4.72   6.49   7.52   8.66   3.87   2.90   3.42   4.99   3.00   9.34   4.27  11.34 -99.99 -99.99   1.95   1.39   6.47   6.67 -99.99   3.25
197607  -0.54  -5.37   0.23   3.24  -3.10   1.84   2.73  -1.39  -3.35  -4.12   2.21  -0.71   1.65  -1.28  -0.65  -1.56   0.47  -0.05  -2.42  -1.99  -2.37  -1.87  -0.85  -2.51   2.43   0.19   1.45  -0.81   2.82  -2.18 -99.99 -99.99  -2.32  -2.37   1.17  -3.79 -99.99   1.25
197608  -2.25  -4.59  -0.72   0.30  -0.59  -0.42   3.86  -2.15  -4.31  -0.10  -5.68  -1.04  -0.87  -0.56  -0.68  -0.60  -1.65  -1.62  -3.60  -2.16  -0.61  -1.49  -0.28  -0.94  -2.25  -4.00   5.40  -1.98   2.93  -2.74 -99.99 -99.99  -2.65   3.64  -0.14  -2.01 -99.99  -1.94
197609   1.85   3.09   4.63  -0.82   2.50   0.07   6.63  -0.62   2.81   3.83   2.88   3.39   5.05   1.76   6.22   4.42   1.17   1.54   1.67   2.88   1.82   2.64   5.67  -0.59   1.67  -0.42   1.63   1.31   4.10  14.13 -99.99 -99.99   0.60   0.39   0.54   1.98 -99.99   1.38
197610   2.59  -0.99  -2.31  -7.27  -3.60  -2.34   0.16  -0.96  -2.39   4.17  -0.64  -1.37  -0.46  -2.83  -2.38  -7.60   0.78  -0.13  -5.96  -4.80  -3.50  -4.44  -1.56  -4.61  -2.52  -3.84   1.76  -4.03  -0.84  -3.46 -99.99 -99.99  -4.17  -0.53   0.62  -1.73 -99.99  -2.06
197611   2.59   1.54   3.57  -5.10   0.45   0.24   2.42   5.33   8.60   4.62   2.47   0.80   4.21  -6.54   0.32   6.82   6.60   3.82  -0.13   1.41   0.93   0.59   0.35  -1.62   2.25   4.68   3.05   4.26   3.16  15.74 -99.99 -99.99   2.61   5.08   1.71   1.55 -99.99   1.93
197612  13.90   6.54   7.26   2.35   9.01   4.35   3.97   5.28   9.24   7.52   3.53   3.39   8.60   7.49   6.06   4.26   3.94   6.72   7.60   8.77   4.17   6.80   9.90   1.31   9.89   4.90   3.10   7.43   6.53  14.06 -99.99 -99.99   7.24   1.70   8.91  11.96 -99.99   7.95
197701  -6.28  -3.25   2.83   4.40  -4.33  -5.04  -4.91  -1.15   2.46  -9.02  -7.03 -10.14  -2.00  -7.32  -0.26  -1.51  -5.01  -4.88  -3.73  -0.17  -3.77  -4.75  -2.96 -10.50   1.47  -3.42   0.10   0.10   0.80   1.30 -99.99 -99.99  -0.82  -8.04  -4.58  -1.72 -99.99  -3.21
197702   8.55   0.49  -4.72  -3.93   2.11  -0.90  -0.37  -4.92  -4.47  -1.42   0.43   1.37  -2.19  -0.54  -2.74  -1.54  -4.05  -1.47  -0.61  -1.81  -0.18  -2.46  -2.88  -1.52  -0.12  -3.27   1.34  -2.92  -3.40  -1.52 -99.99 -99.99  -2.62  -1.73  -1.61  -3.53 -99.99  -1.65
197703  -4.01   2.32  -1.56  -1.03  -0.81  -1.15  -2.77  -1.07  -0.30  -0.16  -1.85  -1.33  -1.48  -1.41  -2.28  -4.48  -1.70   2.07   0.63   1.84   0.94   0.64  -4.24  -3.75   2.44  -0.08  -1.37   2.64   0.15   7.87 -99.99 -99.99   1.53  -3.39  -0.53  -0.06 -99.99   0.49
197704   0.85  -0.61   3.64  -4.12   5.51  -0.23   2.05   2.28   1.68  -1.81   3.61  -0.12   0.87  -2.34   2.53  -1.78   3.74   4.06   0.95   4.95  -2.67   3.88   2.72  -5.70  -3.82   5.18   0.73  -0.01   1.95   9.95 -99.99 -99.99  -2.48  -3.61   2.34   0.92 -99.99   1.82
197705   6.86  -8.46   1.57  -4.61  -0.33  -1.01   1.31  -4.31  -2.25  -6.05  -4.22  -5.13   0.67  -2.95  -0.54  -2.08  -8.86  -2.02  -5.77   0.28  -1.96  -0.14   0.23  -3.11  -2.51   1.28   1.76  -2.14   1.67  -2.01 -99.99 -99.99   0.37  -3.24  -0.59   0.76 -99.99  -0.11
197706  -0.04   1.97  10.13  -2.33   4.83   4.13   2.42   5.43   6.21   3.43   0.63   2.41   8.10   4.81   5.12   7.52   6.39   4.23   0.02   3.60   6.27   5.78   5.27   7.27   4.86   2.55   1.60   5.86   5.72   5.03 -99.99 -99.99   2.75   6.52   6.00  11.02 -99.99   4.92
197707  -2.71  -5.52  -3.02  -6.72  -0.73   2.00   1.88  -0.80  -2.09  -5.06  -4.96  -3.56  -0.04  -2.22  -1.40  -2.25   0.73  -2.91  -7.41  -2.85  -1.58  -2.71  -2.42  -2.00  -1.48  -2.23  -1.05   1.30   0.87  -4.16 -99.99 -99.99  -2.51   0.24   0.44  -0.71 -99.99   0.94
197708  -1.33  -1.82  -5.23  -4.45  -1.39  -0.01   2.35  -1.06  -1.70  -1.51  -1.52  -1.36  -1.17   0.84  -5.84  -5.50   3.31  -1.98  -5.22  -0.03   0.24  -1.74  -1.07   4.54  -2.03  -3.73  -1.90  -6.12  -3.25   1.70 -99.99 -99.99   0.67   5.21  -1.19   0.14 -99.99  -0.45
197709  -5.96  -0.22   1.72  -7.28   1.87   0.61  -1.02  -0.42   1.41  -1.73   0.05  -1.72  -1.09  -0.87   0.59  -2.57   4.85  -2.46  -5.74   0.63  -1.15  -1.44   2.56   0.56  -1.50  -1.70   3.81  -0.28   2.01  -3.17 -99.99 -99.99  -0.59  -0.71  -0.04   0.85 -99.99   1.30
197710  -4.41  -5.99  -5.32  -5.88  -6.14  -4.52  -2.30  -3.53  -2.13  -1.01  -3.64  -6.27   1.26  -3.24  -3.23  -4.25  -1.92  -1.55  -0.04  -3.26  -3.45  -4.17  -4.47  -7.10  -5.33  -3.90  -5.16  -3.70  -3.14   1.66 -99.99 -99.99  -3.91  -3.06  -4.84  -3.28 -99.99  -3.87
197711   9.78   5.05   8.71  -0.48   5.12   3.46   2.68   6.86   9.17   8.84   7.60   4.74   7.13   4.66   2.28   4.68   8.50   5.99   1.51   5.13   5.41   4.43   2.90   2.01  10.50   7.20   1.49  10.48   4.30  10.44 -99.99 -99.99   6.34   5.43   5.88  10.18 -99.99   6.15
